"06726: Omsetning av boligeiendommer med bygning i fritt salg, etter region og år"
"region";"1992 Omsetninger (antall)";"1992 Samlet kjøpesum (1 000 kr)";"1992 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1993 Omsetninger (antall)";"1993 Samlet kjøpesum (1 000 kr)";"1993 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1994 Omsetninger (antall)";"1994 Samlet kjøpesum (1 000 kr)";"1994 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1995 Omsetninger (antall)";"1995 Samlet kjøpesum (1 000 kr)";"1995 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1996 Omsetninger (antall)";"1996 Samlet kjøpesum (1 000 kr)";"1996 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1997 Omsetninger (antall)";"1997 Samlet kjøpesum (1 000 kr)";"1997 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1998 Omsetninger (antall)";"1998 Samlet kjøpesum (1 000 kr)";"1998 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"1999 Omsetninger (antall)";"1999 Samlet kjøpesum (1 000 kr)";"1999 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2000 Omsetninger (antall)";"2000 Samlet kjøpesum (1 000 kr)";"2000 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2001 Omsetninger (antall)";"2001 Samlet kjøpesum (1 000 kr)";"2001 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2002 Omsetninger (antall)";"2002 Samlet kjøpesum (1 000 kr)";"2002 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2003 Omsetninger (antall)";"2003 Samlet kjøpesum (1 000 kr)";"2003 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2004 Omsetninger (antall)";"2004 Samlet kjøpesum (1 000 kr)";"2004 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2005 Omsetninger (antall)";"2005 Samlet kjøpesum (1 000 kr)";"2005 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2006 Omsetninger (antall)";"2006 Samlet kjøpesum (1 000 kr)";"2006 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2007 Omsetninger (antall)";"2007 Samlet kjøpesum (1 000 kr)";"2007 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2008 Omsetninger (antall)";"2008 Samlet kjøpesum (1 000 kr)";"2008 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2009 Omsetninger (antall)";"2009 Samlet kjøpesum (1 000 kr)";"2009 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2010 Omsetninger (antall)";"2010 Samlet kjøpesum (1 000 kr)";"2010 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2011 Omsetninger (antall)";"2011 Samlet kjøpesum (1 000 kr)";"2011 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2012 Omsetninger (antall)";"2012 Samlet kjøpesum (1 000 kr)";"2012 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2013 Omsetninger (antall)";"2013 Samlet kjøpesum (1 000 kr)";"2013 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2014 Omsetninger (antall)";"2014 Samlet kjøpesum (1 000 kr)";"2014 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2015 Omsetninger (antall)";"2015 Samlet kjøpesum (1 000 kr)";"2015 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2016 Omsetninger (antall)";"2016 Samlet kjøpesum (1 000 kr)";"2016 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2017 Omsetninger (antall)";"2017 Samlet kjøpesum (1 000 kr)";"2017 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2018 Omsetninger (antall)";"2018 Samlet kjøpesum (1 000 kr)";"2018 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2019 Omsetninger (antall)";"2019 Samlet kjøpesum (1 000 kr)";"2019 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2020 Omsetninger (antall)";"2020 Samlet kjøpesum (1 000 kr)";"2020 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2021 Omsetninger (antall)";"2021 Samlet kjøpesum (1 000 kr)";"2021 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2022 Omsetninger (antall)";"2022 Samlet kjøpesum (1 000 kr)";"2022 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2023 Omsetninger (antall)";"2023 Samlet kjøpesum (1 000 kr)";"2023 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2024 Omsetninger (antall)";"2024 Samlet kjøpesum (1 000 kr)";"2024 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)";"2025 Omsetninger (antall)";"2025 Samlet kjøpesum (1 000 kr)";"2025 Gjennomsnittlig kjøpesum per omsetning (1 000 kr)"
"9488 HARSTAD";"4";"2043";"..";"3";"1182";"..";"13";"2183";"..";"8";"5287";"..";"11";"3781";"..";"43";"..";"..";"19";"4740";"..";"10";"7759";"..";"23";"9014";"..";"27";"36790";"..";"10";"8499";"..";"22";"16373";"..";"12";"12343";"..";"9";"8488";"..";"17";"6712";"..";"11";"13335";"..";"33";"83106";"..";"13";"24818";"..";"20";"14809";"..";"34";"18932";"..";"21";"15802";"..";"29";"68236";"..";"27";"24036";"..";"28";"68481";"..";"55";"124556";"..";"23";"50313";"..";"36";"102703";"..";"14";"22870";"..";"8";"..";"..";"31";"84490";"..";"35";"130514";"..";"19";"60952";"..";"32";"63054";"..";"27";"94387";".."
"5516 HAUGESUND";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"16952";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348";"831686";"..";"558";"2118327";".."
"6156 ØRSTA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"7170";"..";"0";"0";"0";"0";"0";"0";"482";"1136210";"..";"347";"736869";".."
"7704 STEINKJER";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"3640";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"10384";"..";"0";"0";"0";"2";"5187";"..";"0";"0";"0";"7";"9593";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1958";"4672594";"..";"2025";"4587549";".."
"5915 HJELMÅS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"14096";"..";"7";"12160";"..";"1";"6946";"..";"5";"6745";"..";"16";"60185";"..";"6";"14966";"..";"16";"39175";"..";"4";"..";"..";"4";"12695";".."
"8730 ALDERSUNDET";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"9644";"..";"0";"0";"0";"0";"0";"0";"6";"10295";"..";"0";"0";"0";"71";"124103";"..";"86";"200950";"..";"174";"436732";"..";"132";"348852";"..";"117";"327173";"..";"133";"238148";".."
"7224 MELHUS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3318";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"637";"1137694";"..";"466";"1782230";"..";"407";"1130707";"..";"548";"1000133";"..";"432";"1206451";"..";"706";"2058788";".."
"4120 TAU";"9";"2159";"..";"25";"10104";"..";"17";"3228";"..";"12";"8993";"..";"22";"8184";"..";"3";"629";"..";"15";"5501";"..";"26";"..";"..";"7";"2723";"..";"15";"4955";"..";"19";"22146";"..";"11";"9222";"..";"49";"35230";"..";"30";"25578";"..";"18";"18400";"..";"28";"77263";"..";"37";"27474";"..";"15";"13760";"..";"30";"21199";"..";"38";"56104";"..";"18";"18305";"..";"17";"69576";"..";"33";"81708";"..";"80";"215758";"..";"33";"56738";"..";"40";"66276";"..";"17";"24445";"..";"29";"101212";"..";"43";"152283";"..";"14";"26371";"..";"23";"37903";"..";"21";"52041";"..";"52";"236766";"..";"37";"97630";".."
"6212 LIABYGDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"27302";"..";"8";"18656";"..";"7";"16702";"..";"25";"106855";"..";"14";"25345";"..";"28";"78591";"..";"20";"131436";".."
"5714 VOSS";"37";"6816";"..";"27";"4087";"..";"119";"25613";"..";"77";"32020";"..";"76";"48961";"..";"74";"37417";"..";"75";"24113";"..";"50";"17000";"..";"82";"47941";"..";"103";"102040";"..";"87";"94100";"..";"72";"32855";"..";"92";"25571";"..";"111";"127494";"..";"106";"88201";"..";"60";"103187";"..";"116";"158414";"..";"84";"..";"..";"111";"102312";"..";"129";"259494";"..";"127";"74979";"..";"84";"240285";"..";"126";"177041";"..";"78";"177172";"..";"101";"164255";"..";"196";"438410";"..";"119";"219195";"..";"197";"842747";"..";"133";"304078";"..";"227";"621892";"..";"60";"252990";"..";"61";"98361";"..";"101";"258447";"..";"162";"664211";".."
"5747 GUDVANGEN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"270";"179197";"..";"827";"1331407";"..";"255";"304996";"..";"438";"484288";"..";"572";"1148721";"..";"354";"644876";"..";"248";"470249";"..";"282";"547029";"..";"561";"1516072";"..";"425";"1229143";"..";"278";"574192";"..";"222";"536331";"..";"360";"645388";"..";"637";"669994";"..";"440";"1791962";"..";"557";"1098691";"..";"488";"1192737";"..";"284";"1299203";".."
"0454 OSLO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"17268";"..";"11";"17934";"..";"14";"19430";"..";"8";"..";"..";"18";"15819";"..";"12";"17895";"..";"13";"48570";"..";"10";"41137";"..";"22";"118926";".."
"6980 ASKVOLL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"48940";"..";"38";"126761";".."
"0307 OSLO";"65";"13241";"..";"85";"49148";"..";"64";"19624";"..";"70";"33565";"..";"84";"57484";"..";"100";"104296";"..";"155";"..";"..";"148";"34445";"..";"137";"..";"..";"79";"131170";"..";"120";"118799";"..";"102";"51365";"..";"105";"96211";"..";"92";"38147";"..";"98";"83924";"..";"133";"71403";"..";"131";"453395";"..";"72";"110943";"..";"104";"123047";"..";"94";"219052";"..";"164";"763372";"..";"68";"110672";"..";"131";"263145";"..";"51";"134706";"..";"181";"302761";"..";"117";"263311";"..";"104";"378294";"..";"145";"318570";"..";"161";"304344";"..";"91";"132248";"..";"277";"518139";"..";"71";"201343";"..";"148";"598590";"..";"107";"424766";".."
"1067 OSLO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"391";"742345";"..";"373";"831172";"..";"234";"173594";"..";"334";"354722";"..";"410";"385458";"..";"317";"..";"..";"548";"..";"..";"493";"..";"..";"415";"1021014";"..";"303";"745181";"..";"414";"737499";"..";"274";"928389";"..";"537";"1134852";"..";"540";"1405273";"..";"423";"1040613";"..";"379";"904185";"..";"456";"1606700";"..";"397";"750658";".."
"6670 ØYDEGARD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"73289";"..";"99";"189663";"..";"113";"368022";"..";"95";"294659";"..";"77";"69645";"..";"117";"242893";".."
"2817 GJØVIK";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"40006";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"149";"396372";"..";"103";"139780";"..";"136";"270676";"..";"37";"75652";"..";"115";"376082";"..";"116";"297305";".."
"6773 NORDFJORDEID";"31";"12791";"..";"28";"4785";"..";"68";"17016";"..";"35";"9209";"..";"22";"12530";"..";"47";"34792";"..";"28";"22380";"..";"65";"30097";"..";"94";"54785";"..";"69";"52584";"..";"74";"16988";"..";"42";"14311";"..";"44";"30893";"..";"69";"81151";"..";"41";"45071";"..";"86";"59001";"..";"34";"113874";"..";"52";"57234";"..";"70";"29575";"..";"82";"146912";"..";"92";"170838";"..";"80";"188009";"..";"58";"130303";"..";"74";"215499";"..";"98";"222137";"..";"30";"132540";"..";"137";"125658";"..";"86";"75908";"..";"155";"510154";"..";"123";"490694";"..";"69";"201663";"..";"87";"258639";"..";"121";"166795";"..";"69";"280021";".."
"1311 HØVIKODDEN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"109137";"..";"109";"419448";"..";"82";"..";"..";"57";"136724";"..";"104";"522171";"..";"56";"122465";".."
"1204 OSLO";"2";"..";"..";"2";"..";"..";"3";"1050";"..";"3";"1402";"..";"4";"1347";"..";"2";"..";"..";"3";"..";"..";"3";"2273";"..";"2";"810";"..";"3";"1552";"..";"3";"3435";"..";"3";"..";"..";"4";"3124";"..";"5";"2472";"..";"2";"..";"..";"2";"898";"..";"5";"3078";"..";"0";"0";"0";"2";"3020";"..";"3";"8555";"..";"3";"2376";"..";"2";"3614";"..";"0";"0";"0";"0";"0";"0";"1";"3247";"..";"2";"..";"..";"1";"..";"..";"3";"..";"..";"6";"10488";"..";"6";"..";"..";"2";"..";"..";"4";"13837";"..";"7";"15697";"..";"3";"9433";".."
"7495 TRONDHEIM";"98";"62922";"..";"191";"41927";"..";"71";"22191";"..";"119";"51464";"..";"107";"31523";"..";"213";"117411";"..";"549";"201769";"..";"181";"60782";"..";"132";"127005";"..";"389";"339701";"..";"331";"162163";"..";"157";"61344";"..";"378";"232710";"..";"177";"83106";"..";"644";"750303";"..";"238";"610785";"..";"389";"272557";"..";"326";"517450";"..";"306";"209850";"..";"271";"363820";"..";"661";"1154857";"..";"733";"1390135";"..";"667";"557670";"..";"255";"622980";"..";"260";"453040";"..";"484";"782384";"..";"166";"167653";"..";"330";"757598";"..";"168";"217221";"..";"328";"608832";"..";"600";"1396567";"..";"544";"1096208";"..";"420";"1726751";"..";"292";"943397";".."
"7120 LEKSVIK";"3";"635";"..";"2";"1026";"..";"6";"2312";"..";"4";"1438";"..";"5";"1970";"..";"8";"3107";"..";"3";"..";"..";"2";"1700";"..";"1";"..";"..";"7";"3456";"..";"2";"..";"..";"7";"3501";"..";"5";"5777";"..";"3";"3098";"..";"8";"4290";"..";"3";"..";"..";"6";"3519";"..";"6";"7336";"..";"2";"2546";"..";"1";"1237";"..";"4";"6819";"..";"2";"..";"..";"6";"..";"..";"5";"10752";"..";"2";"..";"..";"1";"..";"..";"6";"10513";"..";"3";"12450";"..";"4";"..";"..";"9";"27977";"..";"8";"13711";"..";"4";"..";"..";"1";"2330";"..";"9";"22675";".."
"2311 HAMAR";"276";"42486";"..";"202";"81415";"..";"214";"123515";"..";"431";"182475";"..";"842";"322294";"..";"696";"548114";"..";"1296";"967464";"..";"960";"1551603";"..";"507";"616840";"..";"662";"240721";"..";"938";"515327";"..";"1126";"911738";"..";"496";"291228";"..";"1208";"..";"..";"934";"1148862";"..";"1387";"1678483";"..";"591";"..";"..";"1499";"2131580";"..";"579";"696616";"..";"326";"344289";"..";"511";"599929";"..";"802";"1170988";"..";"911";"1412864";"..";"674";"1954059";"..";"781";"2162543";"..";"1332";"4647297";"..";"1404";"1064819";"..";"634";"1933205";"..";"1264";"..";"..";"779";"1695428";"..";"764";"3034960";"..";"805";"1646988";"..";"830";"2627804";"..";"947";"1094886";".."
"1379 NESBRU";"0";"0";"0";"11";"6065";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"92020";"..";"17";"43407";"..";"20";"49802";"..";"31";"74401";"..";"29";"62385";"..";"35";"169403";".."
"6421 MOLDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"3943";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"331";"654754";"..";"275";"804924";"..";"414";"1114271";"..";"457";"..";"..";"839";"2728373";"..";"357";"861370";"..";"340";"751130";"..";"668";"1847899";".."
"5337 RONG";"293";"72342";"..";"837";"292404";"..";"560";"198071";"..";"284";"160591";"..";"1000";"642660";"..";"1405";"617246";"..";"628";"255315";"..";"546";"365633";"..";"425";"347859";"..";"671";"784514";"..";"831";"1218246";"..";"1546";"1774421";"..";"635";"157409";"..";"736";"369347";"..";"729";"481194";"..";"699";"2262980";"..";"850";"600786";"..";"607";"677057";"..";"1264";"1504923";"..";"1302";"1337318";"..";"1237";"3351988";"..";"607";"992916";"..";"888";"1079379";"..";"893";"1532177";"..";"1267";"1578337";"..";"622";"..";"..";"895";"2187635";"..";"978";"1542663";"..";"591";"1562541";"..";"872";"1280016";"..";"480";"874769";"..";"746";"3805876";"..";"749";"1453204";"..";"1042";"2655675";".."
"8531 BJERKVIK";"2";"544";"..";"4";"1308";"..";"2";"523";"..";"6";"3992";"..";"3";"2217";"..";"4";"1272";"..";"1";"..";"..";"5";"2456";"..";"1";"..";"..";"8";"6505";"..";"2";"..";"..";"5";"6125";"..";"5";"4101";"..";"5";"2040";"..";"0";"0";"0";"2";"..";"..";"6";"8239";"..";"3";"..";"..";"1";"..";"..";"3";"..";"..";"3";"6358";"..";"2";"..";"..";"3";"3573";"..";"4";"..";"..";"1";"2796";"..";"2";"..";"..";"6";"17357";"..";"4";"12510";"..";"4";"6503";"..";"5";"12420";"..";"5";"8968";"..";"2";"5404";"..";"2";"..";"..";"4";"..";".."
"7482 TRONDHEIM";"1";"584";"..";"4";"1633";"..";"8";"2652";"..";"3";"2076";"..";"4";"..";"..";"7";"4299";"..";"9";"4516";"..";"4";"3484";"..";"8";"4608";"..";"6";"3564";"..";"4";"3048";"..";"7";"6682";"..";"3";"2999";"..";"4";"1545";"..";"7";"15073";"..";"10";"16761";"..";"7";"..";"..";"5";"14348";"..";"3";"4539";"..";"6";"11949";"..";"7";"6917";"..";"6";"15387";"..";"5";"3365";"..";"5";"6210";"..";"7";"18283";"..";"4";"..";"..";"3";"3973";"..";"12";"17655";"..";"4";"13928";"..";"5";"..";"..";"5";"15187";"..";"5";"..";"..";"7";"17818";"..";"5";"14831";".."
"3479 NÆRSNES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"2760";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"8722";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"23291";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"9423";"..";"51";"87432";"..";"35";"119369";"..";"18";"32950";"..";"55";"188841";"..";"19";"64035";"..";"31";"199615";".."
"1484 HAKADAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"6695";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"137";"482770";"..";"45";"..";"..";"110";"175031";"..";"106";"256019";"..";"126";"..";"..";"142";"342349";"..";"60";"173112";"..";"81";"246278";".."
"0790 OSLO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"39998";"..";"0";"0";"0";"0";"0";"0";"31";"35343";"..";"29";"89537";"..";"21";"25491";"..";"18";"36247";"..";"51";"..";"..";"28";"96922";".."
"3728 SKIEN";"10";"1804";"..";"9";"4119";"..";"14";"6079";"..";"6";"2492";"..";"12";"7546";"..";"15";"8133";"..";"13";"7643";"..";"17";"7434";"..";"10";"7320";"..";"10";"3937";"..";"18";"9513";"..";"19";"13454";"..";"20";"9365";"..";"31";"12506";"..";"15";"15692";"..";"44";"40231";"..";"20";"20267";"..";"35";"21663";"..";"33";"51323";"..";"26";"46393";"..";"26";"34231";"..";"61";"129150";"..";"59";"109482";"..";"24";"33726";"..";"47";"113868";"..";"23";"..";"..";"24";"..";"..";"47";"68550";"..";"37";"91622";"..";"52";"279937";"..";"37";"105828";"..";"36";"83154";"..";"26";"92367";"..";"40";"139080";".."
"1591 SPERREBOTN";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"38342";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"..";"..";"39";"118919";"..";"33";"53555";"..";"15";"37342";"..";"13";"39862";"..";"17";"73336";".."
"1306 SANDVIKA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"..";"..";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"37488";"..";"0";"0";"0";"186";"418956";"..";"304";"698487";"..";"318";"1211800";"..";"295";"898430";"..";"346";"1573047";"..";"533";"2853353";".."
